Report Number,Supplemental Number,Accident Date/Time,Operator ID,Pipeline Location,Pipeline Type,Liquid Type,Accident State,Cause Category,Cause Subcategory,Net Loss (Barrels),Shutdown Date/Time,All Costs
20150419,21585,11/2/2015 7:30 AM,2552,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GA,CORROSION,INTERNAL,0.0,11/2/2015 7:35,171374
20150457,21271,11/2/2015 9:30 AM,32537,ONSHORE,UNDERGROUND,CRUDE OIL,WY,CORROSION,EXTERNAL,10.0,,14135
20150432,20944,11/2/2015 10:10 AM,30829,ONSHORE,ABOVEGROUND,CRUDE OIL,TX,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.0,,19010
20150441,20954,11/3/2015 10:28 AM,4430,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",TX,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,24.0,11/3/2015 10:28,547
20150444,21281,11/3/2015 11:20 AM,31672,ONSHORE,UNDERGROUND,CO2 (CARBON DIOXIDE),OK,CORROSION,EXTERNAL,6.0,11/3/2015 14:15,10000
20150442,20955,11/3/2015 3:50 PM,1845,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",NJ,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.0,11/3/2015 15:50,600
20150413,21196,11/3/2015 11:54 PM,18092,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",OR,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0.0,11/3/2015 23:54,19504
20150434,21708,11/4/2015 11:16 AM,31618,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",WY,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0.2,11/4/2015 11:20,27580
20150440,21014,11/4/2015 4:30 PM,31174,ONSHORE,ABOVEGROUND,CRUDE OIL,CA,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,0.0,,10000
20150443,20962,11/4/2015 11:15 PM,39105,ONSHORE,ABOVEGROUND,CRUDE OIL,TX,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,30.0,11/4/2015 11:45,10329
20150459,21139,11/5/2015 5:15 PM,30829,ONSHORE,ABOVEGROUND,CRUDE OIL,TX,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0.0,,196960
20150438,21060,11/5/2015 5:52 PM,22610,ONSHORE,UNDERGROUND,CRUDE OIL,OK,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,51.0,11/5/2015 17:52,466625
20150445,21465,11/5/2015 6:00 PM,32109,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",TX,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0.1,,1002
20150428,20940,11/6/2015 3:25 AM,30829,ONSHORE,UNDERGROUND,CRUDE OIL,TX,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,0.0,,1150
20150435,21709,11/6/2015 1:23 PM,31618,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",WY,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0.2,11/6/2015 13:52,27580
20150436,21710,11/7/2015 12:00 PM,31618,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",WY,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0.2,,27580
20150448,20966,11/9/2015 8:00 AM,11169,ONSHORE,UNDERGROUND,CRUDE OIL,MN,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.0,,339771
20150446,20964,11/9/2015 3:30 PM,22610,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MN,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,0.0,11/9/2015 16:30,252687
20150456,20976,11/10/2015 6:30 AM,39068,OFFSHORE,,CRUDE OIL,,CORROSION,INTERNAL,0.02,11/10/2015 6:30,253300
20150429,20941,11/10/2015 2:30 PM,30829,ONSHORE,ABOVEGROUND,CRUDE OIL,TX,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.0,,3665
20150454,21424,11/10/2015 4:30 PM,22442,ONSHORE,ABOVEGROUND,CRUDE OIL,TX,INCORRECT OPERATION,OTHER INCORRECT OPERATION,1.0,,68041
20150453,20973,11/11/2015 9:00 AM,18718,ONSHORE,TANK,CRUDE OIL,TX,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,5.0,,6200
20150437,21711,11/11/2015 12:15 PM,31618,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",WY,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0.2,,27580
20150449,20968,11/11/2015 9:30 PM,22610,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MN,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.0,11/11/2015 21:30,8015
20150452,21434,11/12/2015 1:45 PM,39286,ONSHORE,TANK,CRUDE OIL,LA,INCORRECT OPERATION,INCORRECT VALVE POSITION,0.0,,10000
20150447,20965,11/14/2015 7:45 AM,31618,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",TX,INCORRECT OPERATION,INCORRECT INSTALLATION,0.7,11/14/2015 7:45,3077
20150461,20989,11/16/2015 9:00 PM,2552,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",VA,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.0,,4236
20160005,21066,11/17/2015 11:30 AM,39084,OFFSHORE,,CRUDE OIL,LA,NATURAL FORCE DAMAGE,EARTH MOVEMENT,220.0,11/17/2015 11:54,1807920
20150458,20980,11/17/2015 5:10 PM,31580,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",TX,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0.47,11/17/2015 17:10,52952
20150460,21092,11/18/2015 8:00 AM,18718,ONSHORE,UNDERGROUND,CRUDE OIL,TX,CORROSION,INTERNAL,1.0,,44884
20150463,21321,11/18/2015 1:00 PM,18718,ONSHORE,ABOVEGROUND,CRUDE OIL,TX,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,2.0,,12075
20150469,21490,11/20/2015 9:30 AM,31672,ONSHORE,ABOVEGROUND,CO2 (CARBON DIOXIDE),OK,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,1181.0,,2825
20150470,21218,11/21/2015 7:50 AM,31476,ONSHORE,TANK,CRUDE OIL,KS,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0.0,11/21/2015 8:15,30344
20150468,21099,11/23/2015 10:30 AM,2552,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",NC,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.0,12/1/2015 16:40,145310
20150466,20998,11/25/2015 11:00 PM,32099,ONSHORE,ABOVEGROUND,CRUDE OIL,TX,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.0,,13540
20160200,21473,11/27/2015 7:00 AM,39105,ONSHORE,ABOVEGROUND,CRUDE OIL,TX,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.0,,404727
20160001,21053,11/30/2015 11:20 AM,32551,ONSHORE,UNDERGROUND,CRUDE OIL,OK,CORROSION,INTERNAL,14.0,,45200
20150472,21015,12/1/2015 7:15 AM,39307,ONSHORE,ABOVEGROUND,CRUDE OIL,TX,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,4.0,12/1/2015 7:30,13900
20150465,21214,12/1/2015 9:50 AM,32080,ONSHORE,ABOVEGROUND,CRUDE OIL,IL,INCORRECT OPERATION,INCORRECT VALVE POSITION,0.0,,40040
20150464,21420,12/1/2015 10:10 PM,30829,ONSHORE,UNDERGROUND,CRUDE OIL,OK,CORROSION,INTERNAL,0.0,12/1/2015 22:10,291898
20150455,20975,12/2/2015 1:00 PM,31618,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",TX,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.0,,5015
20160002,21291,12/3/2015 10:12 AM,32099,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",TX,OTHER OUTSIDE FORCE DAMAGE,FIRE/EXPLOSION AS PRIMARY CAUSE,443.0,12/3/2015 11:00,50061
20150471,21170,12/4/2015 7:00 AM,300,ONSHORE,ABOVEGROUND,CRUDE OIL,TX,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.0,12/3/2015 17:03,2635
20150473,21257,12/8/2015 1:38 AM,32103,ONSHORE,UNDERGROUND,CRUDE OIL,CA,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,1.0,12/8/2015 1:38,525700
20160004,21238,12/10/2015 9:45 AM,31174,ONSHORE,ABOVEGROUND,CRUDE OIL,CA,INCORRECT OPERATION,INCORRECT VALVE POSITION,0.0,12/10/2015 10:00,30000
20150467,21001,12/11/2015 10:30 AM,30829,ONSHORE,UNDERGROUND,CRUDE OIL,NM,CORROSION,INTERNAL,0.0,12/11/2015 10:30,9045
20160006,21168,12/14/2015 1:45 PM,300,ONSHORE,ABOVEGROUND,CRUDE OIL,TX,CORROSION,INTERNAL,0.0,12/14/2015 14:15,23600
20150462,20990,12/14/2015 10:30 PM,30829,ONSHORE,ABOVEGROUND,CRUDE OIL,TX,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.0,,2525
20160003,21239,12/15/2015 5:30 PM,31174,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",CA,INCORRECT OPERATION,INCORRECT VALVE POSITION,0.47,,205030
20160007,21279,12/16/2015 11:20 AM,31672,ONSHORE,UNDERGROUND,CO2 (CARBON DIOXIDE),OK,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",21.0,12/16/2015 13:45,11655
20160009,21051,12/17/2015 1:12 PM,32109,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",TX,CORROSION,EXTERNAL,0.02,12/18/2015 9:30,140953
20160008,21546,12/18/2015 7:30 AM,300,ONSHORE,TANK,CRUDE OIL,OK,CORROSION,INTERNAL,0.0,12/18/2015 7:35,9799
20160011,21266,12/21/2015 2:20 PM,22610,ONSHORE,UNDERGROUND,CRUDE OIL,TX,CORROSION,EXTERNAL,0.0,,450172
20160012,21082,12/23/2015 8:30 PM,22610,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",IA,ALL OTHER CAUSES,MISCELLANEOUS,8.0,,190700
20160015,21076,12/24/2015 3:20 PM,26086,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",TX,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.8,,513
20160014,21105,12/25/2015 10:10 AM,30829,ONSHORE,ABOVEGROUND,CRUDE OIL,TX,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.0,12/25/2015 1:43,13350
20160016,21194,1/1/2016 11:00 AM,31684,ONSHORE,UNDERGROUND,CRUDE OIL,TX,CORROSION,INTERNAL,0.35,1/1/2016 23:00,22800
20160018,21087,1/3/2016 6:13 PM,300,ONSHORE,ABOVEGROUND,CRUDE OIL,TX,OTHER OUTSIDE FORCE DAMAGE,INTENTIONAL DAMAGE,250.0,1/3/2016 17:10,451950
20160017,21085,1/4/2016 12:15 PM,31684,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",TX,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.35,,110
20160019,21542,1/4/2016 1:10 PM,22610,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",IL,INCORRECT OPERATION,PIPELINE/EQUIPMENT OVERPRESSURED,0.0,,85492
20160025,21264,1/5/2016 8:00 AM,15674,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MS,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,0.0,,195095
20160026,22017,1/8/2016 5:15 AM,26085,ONSHORE,TANK,CRUDE OIL,OK,INCORRECT OPERATION,INCORRECT INSTALLATION,0.0,1/8/2016 5:15,8000
20160022,21094,1/8/2016 6:47 AM,300,ONSHORE,TANK,CRUDE OIL,TX,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.0,1/8/2016 6:50,22925
20160034,21885,1/8/2016 8:29 AM,2552,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",LA,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",2834.0,1/12/2016 14:16,4200000
20160023,21095,1/8/2016 2:15 PM,12470,ONSHORE,ABOVEGROUND,CRUDE OIL,KY,CORROSION,INTERNAL,0.0,,43800
20160030,21752,1/11/2016 11:23 AM,31816,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",KS,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,140.0,1/11/2016 11:45,50160
20160021,21093,1/12/2016 3:20 AM,22610,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",OK,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,1.0,1/12/2016 3:20,23000
20160035,21618,1/12/2016 10:45 AM,2552,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",NY,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.01,1/12/2016 10:45,26026
20160027,21199,1/12/2016 11:40 AM,32147,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",TX,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.2,1/12/2016 11:43,14
20160013,21070,1/13/2016 6:30 AM,30829,ONSHORE,ABOVEGROUND,CRUDE OIL,NM,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.0,1/13/2016 6:30,3560
20160020,21529,1/13/2016 9:50 AM,30829,ONSHORE,ABOVEGROUND,CRUDE OIL,NM,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0.0,1/13/2016 9:50,1515
20160036,21746,1/13/2016 1:10 PM,31580,ONSHORE,ABOVEGROUND,CRUDE OIL,OK,CORROSION,INTERNAL,0.0,,20511
20160031,21535,1/15/2016 4:30 AM,31618,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",KS,MATERIAL/WELD/EQUIP FAILURE,ENVIRONMENTAL CRACKING-RELATED,149.0,1/15/2016 9:57,562819
20160024,21538,1/15/2016 5:30 PM,30826,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",WY,NATURAL FORCE DAMAGE,TEMPERATURE,1.1,1/15/2016 17:30,1200
20160032,21287,1/15/2016 7:00 PM,32011,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",NM,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.24,1/15/2016 19:35,114050
20160055,21632,1/17/2016 2:05 PM,39149,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",NJ,CORROSION,INTERNAL,319.0,,77902
20160041,21133,1/18/2016 10:15 AM,26134,ONSHORE,ABOVEGROUND,CRUDE OIL,CA,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.0,1/18/2016 10:15,500
20160042,21715,1/19/2016 3:35 PM,31570,ONSHORE,ABOVEGROUND,CRUDE OIL,ND,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.0,1/19/2016 16:04,7530
20160044,21142,1/20/2016 7:25 AM,18718,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",NJ,NATURAL FORCE DAMAGE,TEMPERATURE,0.0,,13616
20160033,21259,1/20/2016 8:05 AM,9175,ONSHORE,ABOVEGROUND,CRUDE OIL,KS,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.85,,11606
20160043,21137,1/21/2016 3:34 PM,31618,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",TX,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,1.0,,200
20160046,21820,1/22/2016 9:00 AM,22430,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",IL,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.0,1/22/2016 9:00,22600
20160219,21845,1/22/2016 3:00 PM,26041,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",TX,CORROSION,INTERNAL,1.0,,1095819
20160045,21466,1/22/2016 4:30 PM,32109,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",TX,CORROSION,EXTERNAL,0.02,1/23/2016 7:06,75353
20160040,21132,1/22/2016 5:30 PM,2552,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",AL,CORROSION,EXTERNAL,0.0,1/22/2016 19:18,24300
20160039,21129,1/23/2016 7:10 AM,31618,ONSHORE,TANK,CRUDE OIL,TX,OTHER OUTSIDE FORCE DAMAGE,OTHER OUTSIDE FORCE DAMAGE,0.0,,25025
20160098,21887,1/23/2016 10:00 AM,11551,ONSHORE,UNDERGROUND,CRUDE OIL,TX,CORROSION,EXTERNAL,20.0,,736418
20160054,21158,1/26/2016 8:00 AM,31684,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",TX,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0.0,,5290
20160037,21353,1/26/2016 8:35 AM,31618,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",IN,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,53.0,,149322
20160057,21255,1/26/2016 10:45 AM,31045,ONSHORE,TANK,CRUDE OIL,MS,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.0,,177352
20160050,21153,1/27/2016 2:00 PM,2552,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",NC,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.0,,50700
20160059,21427,1/27/2016 2:04 PM,31570,ONSHORE,ABOVEGROUND,CRUDE OIL,ND,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0.0,1/28/2016 6:47,15000
20160047,21148,1/28/2016 8:00 AM,31618,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",TX,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.0,,15006
20160038,21193,1/28/2016 9:00 PM,39080,ONSHORE,ABOVEGROUND,CRUDE OIL,OK,ALL OTHER CAUSES,MISCELLANEOUS,0.0,1/28/2016 21:00,30600
20160058,21177,1/29/2016 10:00 AM,300,ONSHORE,ABOVEGROUND,CRUDE OIL,WY,CORROSION,EXTERNAL,0.0,,2050
20160049,21152,1/29/2016 10:20 AM,15674,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",LA,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.0,,9490
20160051,21889,1/29/2016 2:40 PM,31189,ONSHORE,ABOVEGROUND,CRUDE OIL,IL,CORROSION,INTERNAL,0.0,,75015
20160061,21505,1/30/2016 8:35 AM,2552,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",AL,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0.12,2/1/2016 7:38,725300
20160029,21143,1/31/2016 1:05 PM,39090,ONSHORE,ABOVEGROUND,CRUDE OIL,AK,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.0,1/31/2016 13:05,1802
20160060,21187,2/1/2016 11:57 AM,11169,ONSHORE,UNDERGROUND,CRUDE OIL,WI,ALL OTHER CAUSES,MISCELLANEOUS,0.0,,22764
20160062,21541,2/3/2016 8:15 AM,18718,ONSHORE,UNDERGROUND,CRUDE OIL,TX,CORROSION,INTERNAL,3.5,,42451
20160052,21156,2/3/2016 6:00 PM,12470,ONSHORE,ABOVEGROUND,CRUDE OIL,OH,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.0,2/3/2016 18:00,15000
20160066,21202,2/7/2016 8:15 AM,300,ONSHORE,TANK,CRUDE OIL,TX,CORROSION,INTERNAL,0.0,,43080
20160091,21274,2/7/2016 8:45 AM,32537,ONSHORE,ABOVEGROUND,CRUDE OIL,WY,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,10.0,,4020
20160053,21880,2/8/2016 2:00 PM,30834,ONSHORE,ABOVEGROUND,CRUDE OIL,CA,CORROSION,INTERNAL,0.0,2/8/2016 14:15,4015
20160048,21149,2/8/2016 7:40 PM,31618,ONSHORE,ABOVEGROUND,CRUDE OIL,TX,INCORRECT OPERATION,INCORRECT INSTALLATION,0.0,2/8/2016 19:40,9530
20160068,21208,2/10/2016 8:15 AM,2552,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",VA,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.0,,1150
20160063,21192,2/10/2016 1:25 PM,31618,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",OH,INCORRECT OPERATION,PIPELINE/EQUIPMENT OVERPRESSURED,0.0,2/10/2016 13:25,97752
20160064,21728,2/11/2016 8:30 AM,31618,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",TX,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,0.1,2/11/2016 13:01,470821
20160069,21441,2/11/2016 9:20 AM,18718,ONSHORE,UNDERGROUND,CRUDE OIL,TX,CORROSION,EXTERNAL,15.0,2/11/2016 9:32,368240
20160211,21491,2/11/2016 7:55 PM,39264,ONSHORE,ABOVEGROUND,CRUDE OIL,NM,INCORRECT OPERATION,INCORRECT VALVE POSITION,60.0,,188000
20160070,21220,2/12/2016 8:00 AM,39055,ONSHORE,ABOVEGROUND,CRUDE OIL,TX,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,0.0,,7300
20160071,21221,2/12/2016 1:29 PM,10012,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",IA,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.29,2/12/2016 13:29,4092
20160072,21222,2/12/2016 7:45 PM,32450,ONSHORE,ABOVEGROUND,CRUDE OIL,TX,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,14.0,2/12/2016 17:30,11900
20160078,21652,2/14/2016 8:05 AM,39145,ONSHORE,TANK,CRUDE OIL,OK,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.0,,187300
20160077,21232,2/14/2016 9:00 AM,18718,ONSHORE,ABOVEGROUND,CRUDE OIL,TX,CORROSION,INTERNAL,20.0,2/14/2016 9:04,47020
20160073,21894,2/16/2016 6:45 AM,39191,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",NY,CORROSION,EXTERNAL,0.0,2/16/2016 6:52,1091961
20160076,21334,2/16/2016 12:05 PM,31045,ONSHORE,ABOVEGROUND,CRUDE OIL,MS,NATURAL FORCE DAMAGE,OTHER NATURAL FORCE DAMAGE,30.0,2/16/2016 11:36,1830055
20160067,21804,2/16/2016 2:30 PM,22610,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",SD,NATURAL FORCE DAMAGE,TEMPERATURE,0.0,,203120
20160080,21651,2/16/2016 5:35 PM,31476,ONSHORE,UNDERGROUND,CRUDE OIL,KS,CORROSION,INTERNAL,0.0,2/16/2016 17:35,22750
20160065,21519,2/17/2016 10:30 AM,32147,ONSHORE,ABOVEGROUND,CRUDE OIL,IN,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.0,2/17/2016 10:33,10509
20160082,21243,2/17/2016 11:35 PM,26085,ONSHORE,TANK,CRUDE OIL,OK,INCORRECT OPERATION,DAMAGE BY OPERATOR OR OPERATOR'S CONTRACTOR,0.0,,140000
20160079,21237,2/18/2016 7:45 PM,31618,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LA,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0.1,,1
20160083,21248,2/19/2016 9:00 AM,26041,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",NJ,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.0,2/19/2016 9:00,6000
20160084,21249,2/20/2016 1:00 PM,1845,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",NJ,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.0,,10600
